day_of_week,hour_of_day,category,items_count
1,0,salad dressing toppings,0
1,7,frozen pizza,3
1,7,hair care,0
1,2,tea,0
1,17,specialty wines champagnes,0
1,18,pasta sauce,4
1,19,eggs,5
1,19,juice nectars,3
1,16,bulk grains rice dried goods,0
1,16,mint gum,0
1,21,food storage,0
1,5,refrigerated pudding desserts,0
1,5,tofu meat alternatives,0
1,23,feminine care,0
1,23,instant foods,0
1,23,skin care,0
1,2,breakfast bars pastries,0
1,2,crackers,0
1,2,trash bags liners,0
1,10,canned meals beans,2
1,17,diapers wipes,0
1,22,tofu meat alternatives,1
1,18,packaged meat,1
1,12,baby accessories,0
1,12,frozen appetizers sides,5
1,7,trail mix snack mix,0
1,23,spices seasonings,0
1,2,days_since_prior_order,5
1,2,plates bowls cups flatware,0
1,10,bakery desserts,0
1,17,juice nectars,8
1,9,protein meal replacements,0
1,22,frozen breakfast,0
1,22,tea,0
1,18,packaged poultry,3
1,12,seafood counter,0
1,6,pickled goods olives,1
1,6,shave needs,0
1,1,condiments,1
1,7,more household,0
1,2,refrigerated,0
1,8,hot dogs bacon sausage,1
1,15,feminine care,0
1,15,fresh pasta,0
1,10,spreads,12
1,9,air fresheners candles,1
1,22,baby bath body care,0
1,21,soup broth bouillon,5
1,20,other creams cheeses,3
1,13,cold flu allergy,1
1,12,lunch meat,3
1,6,kosher foods,0
1,7,dry pasta,4
1,7,laundry,2
1,23,mint gum,0
1,15,tea,6
1,17,body lotions soap,0
1,11,dry pasta,4
1,11,grains rice dried goods,2
1,22,first aid,0
1,22,plates bowls cups flatware,0
1,19,fruit vegetable snacks,1
1,19,refrigerated,3
1,16,bread,12
1,21,kosher foods,0
1,20,packaged cheese,9
1,13,soy lactosefree,5
1,12,marinades meat preparation,2
1,6,granola,0
1,6,marinades meat preparation,0
1,0,tofu meat alternatives,0
1,23,cream,0
1,23,oral hygiene,1
1,2,packaged meat,0
1,15,chips pretzels,16
1,11,body lotions soap,0
1,11,fresh dips tapenades,4
1,18,latino foods,1
1,18,vitamins supplements,0
1,14,hot cereal pancake mixes,4
1,14,meat counter,1
1,14,packaged produce,6
1,19,latino foods,0
1,16,water seltzer sparkling water,8
1,20,baking supplies decor,0
1,20,latino foods,0
1,13,fresh pasta,1
1,13,tea,3
1,7,hot cereal pancake mixes,1
1,23,frozen breakfast,1
1,11,cat food care,0
1,18,ice cream toppings,0
1,18,refrigerated pudding desserts,0
1,14,feminine care,0
1,14,frozen breakfast,3
1,19,hot cereal pancake mixes,1
1,16,salad dressing toppings,2
1,5,cold flu allergy,0
1,5,frozen pizza,0
1,1,popcorn jerky,0
1,7,fresh herbs,3
1,23,fresh vegetables,1
1,2,red wines,0
1,10,granola,4
1,10,packaged vegetables fruits,30
1,17,fruit vegetable snacks,7
1,11,laundry,1
1,18,frozen meals,6
1,18,instant foods,3
1,14,fruit vegetable snacks,6
1,14,plates bowls cups flatware,0
1,19,baking supplies decor,0
1,5,frozen meals,0
1,12,ice cream ice,3
1,6,beauty,0
1,6,frozen breads doughs,0
1,6,packaged poultry,0
1,0,condiments,0
1,0,pasta sauce,0
1,0,soup broth bouillon,0
1,1,bulk grains rice dried goods,0
1,7,cream,1
1,23,yogurt,3
1,2,bakery desserts,0
1,2,protein meal replacements,0
1,9,packaged vegetables fruits,37
1,18,crackers,6
1,18,missing,4
1,21,marinades meat preparation,0
1,21,muscles joints pain relief,0
1,12,beers coolers,0
1,6,food storage,0
1,0,butter,0
1,7,white wines,0
1,23,eggs,1
1,2,kosher foods,0
1,8,baking ingredients,3
1,8,dog food care,2
1,8,packaged poultry,0
1,17,spirits,0
1,22,grains rice dried goods,0
1,18,air fresheners candles,0
1,19,beauty,0
1,16,dry pasta,4
1,21,air fresheners candles,0
1,13,ice cream ice,7
1,7,soft drinks,2
1,23,chips pretzels,4
1,2,hot dogs bacon sausage,0
1,15,coffee,2
1,15,kitchen supplies,0
1,17,cereal,4
1,11,trail mix snack mix,2
1,18,days_since_prior_order,909
1,18,popcorn jerky,1
1,18,refrigerated,3
1,14,kosher foods,0
1,21,spices seasonings,3
1,20,spices seasonings,1
1,20,trash bags liners,0
1,12,prepared soups salads,0
1,6,ice cream toppings,0
1,8,canned meat seafood,0
1,8,salad dressing toppings,2
1,15,food storage,2
1,17,canned jarred vegetables,1
1,11,canned fruit applesauce,1
1,11,milk,15
1,22,soup broth bouillon,1
1,18,hair care,2
1,18,other creams cheeses,3
1,14,instant foods,2
1,14,spreads,8
1,16,spreads,7
1,21,frozen produce,5
1,12,cat food care,3
1,12,fresh dips tapenades,3
1,6,instant foods,0
1,0,packaged meat,0
1,1,beauty,0
1,1,packaged cheese,1
1,23,baking ingredients,1
1,2,vitamins supplements,0
1,8,yogurt,16
1,10,canned jarred vegetables,3
1,17,eggs,7
1,17,packaged poultry,3
1,22,pasta sauce,0
1,19,coffee,3
1,21,dog food care,0
1,13,marinades meat preparation,1
1,12,coffee,5
1,12,digestion,1
1,0,fruit vegetable snacks,0
1,2,frozen dessert,0
1,8,honeys syrups nectars,1
1,15,bread,5
1,9,bakery desserts,0
1,9,frozen meat seafood,2
1,9,missing,3
1,22,oral hygiene,1
1,21,preserved dips spreads,0
1,6,indian foods,0
1,0,cat food care,0
1,0,meat counter,0
1,7,frozen vegan vegetarian,2
1,15,days_since_prior_order,1088
1,10,pasta sauce,3
1,22,deodorants,0
1,22,eggs,0
1,18,hot cereal pancake mixes,5
1,14,other creams cheeses,8
1,14,packaged seafood,0
1,19,dish detergents,1
1,5,oral hygiene,0
1,6,bulk grains rice dried goods,0
1,0,other,0
1,7,packaged produce,1
1,2,kitchen supplies,0
1,8,latino foods,0
1,8,prepared soups salads,1
1,15,frozen vegan vegetarian,1
1,17,fresh herbs,7
1,17,spices seasonings,0
1,11,butter,0
1,22,fresh pasta,0
1,22,salad dressing toppings,1
1,14,cleaning products,1
1,19,frozen pizza,4
1,21,salad dressing toppings,0
1,20,granola,2
1,13,instant foods,7
1,5,frozen meat seafood,0
1,5,packaged seafood,0
1,6,asian foods,0
1,6,grains rice dried goods,0
1,15,ice cream ice,5
1,11,oral hygiene,2
1,19,butter,3
1,16,asian foods,5
1,21,milk,8
1,21,oils vinegars,1
1,12,packaged produce,3
1,0,beers coolers,0
1,23,frozen dessert,0
1,8,prepared meals,0
1,15,cleaning products,1
1,10,baking ingredients,1
1,10,kitchen supplies,2
1,17,indian foods,0
1,9,crackers,5
1,18,doughs gelatins bake mixes,1
1,18,first aid,0
1,19,energy sports drinks,1
1,16,beers coolers,0
1,20,dog food care,0
1,20,packaged meat,0
1,5,packaged meat,0
1,7,plates bowls cups flatware,0
1,8,protein meal replacements,0
1,17,ice cream toppings,0
1,11,spreads,6
1,9,beers coolers,0
1,22,vitamins supplements,1
1,18,bakery desserts,2
1,19,grains rice dried goods,2
1,16,baby accessories,0
1,20,frozen meat seafood,0
1,13,honeys syrups nectars,1
1,5,chips pretzels,0
1,12,frozen breakfast,2
1,0,frozen meals,1
1,23,tortillas flat bread,0
1,2,deodorants,0
1,8,grains rice dried goods,2
1,8,packaged vegetables fruits,27
1,8,spirits,0
1,15,asian foods,1
1,15,poultry counter,5
1,10,cat food care,0
1,11,breakfast bars pastries,1
1,18,packaged seafood,1
1,14,baby bath body care,0
1,16,energy granola bars,14
1,16,pickled goods olives,2
1,7,frozen breads doughs,0
1,15,frozen appetizers sides,5
1,10,soap,1
1,11,packaged poultry,2
1,9,trail mix snack mix,0
1,14,baby food formula,8
1,16,frozen produce,12
1,16,kosher foods,0
1,21,frozen appetizers sides,1
1,20,butter,1
1,0,fresh vegetables,13
1,15,oils vinegars,4
1,17,buns rolls,2
1,11,ice cream ice,6
1,22,dry pasta,0
1,19,crackers,2
1,19,protein meal replacements,1
1,21,frozen meat seafood,1
1,21,hot dogs bacon sausage,1
1,5,kitchen supplies,0
1,1,cold flu allergy,0
1,1,energy granola bars,0
1,7,doughs gelatins bake mixes,1
1,17,energy granola bars,8
1,22,energy granola bars,0
1,21,instant foods,0
1,21,mint gum,0
1,21,oral hygiene,0
1,13,body lotions soap,1
1,5,pickled goods olives,0
1,0,ice cream toppings,0
1,7,granola,0
1,23,juice nectars,2
1,23,shave needs,0
1,2,indian foods,0
1,8,milk,14
1,8,soup broth bouillon,4
1,15,baby bath body care,1
1,15,missing,2
1,10,facial care,2
1,9,breakfast bars pastries,1
1,18,poultry counter,0
1,14,bread,10
1,14,deodorants,0
1,16,deodorants,0
1,21,baby accessories,0
1,21,water seltzer sparkling water,5
1,13,doughs gelatins bake mixes,4
1,12,butter,1
1,12,preserved dips spreads,2
1,12,soft drinks,5
1,6,frozen meals,0
1,0,baking supplies decor,0
1,1,digestion,0
1,7,baby food formula,2
1,23,cocoa drink mixes,0
1,10,water seltzer sparkling water,29
1,17,specialty cheeses,1
1,9,bulk grains rice dried goods,0
1,9,oral hygiene,0
1,18,asian foods,1
1,18,baby bath body care,0
1,19,baby bath body care,0
1,19,granola,2
1,16,nuts seeds dried fruit,9
1,21,seafood counter,0
1,20,frozen meals,4
1,13,beauty,0
1,13,hair care,1
1,5,packaged vegetables fruits,3
1,5,soap,0
1,12,bakery desserts,1
1,12,fresh vegetables,42
1,1,asian foods,0
1,2,cereal,0
1,2,marinades meat preparation,0
1,2,spreads,0
1,17,shave needs,0
1,11,bulk dried fruits vegetables,1
1,11,canned meat seafood,3
1,11,pasta sauce,3
1,9,digestion,0
1,9,frozen vegan vegetarian,5
1,22,soy lactosefree,2
1,18,tortillas flat bread,4
1,19,cat food care,0
1,19,condiments,4
1,19,dog food care,0
1,19,tortillas flat bread,1
1,20,nuts seeds dried fruit,1
1,20,water seltzer sparkling water,9
1,6,baby food formula,0
1,6,preserved dips spreads,0
1,7,meat counter,1
1,7,muscles joints pain relief,0
1,23,soap,0
1,15,fresh fruits,68
1,15,prepared meals,0
1,15,yogurt,19
1,11,beauty,0
1,11,frozen appetizers sides,2
1,9,doughs gelatins bake mixes,0
1,18,soy lactosefree,10
1,16,first aid,0
1,20,frozen vegan vegetarian,0
1,13,bread,8
1,5,deodorants,0
1,12,dry pasta,3
1,6,nuts seeds dried fruit,0
1,1,muscles joints pain relief,0
1,23,baby bath body care,0
1,23,cookies cakes,1
1,2,beers coolers,0
1,2,seafood counter,0
1,9,coffee,9
1,14,canned meat seafood,0
1,21,red wines,0
1,13,chips pretzels,11
1,13,coffee,6
1,13,specialty cheeses,3
1,5,canned meals beans,0
1,12,dog food care,0
1,12,granola,1
1,7,cat food care,1
1,7,oils vinegars,1
1,10,shave needs,0
1,17,canned fruit applesauce,2
1,18,cookies cakes,1
1,19,milk,9
1,19,prepared soups salads,0
1,19,specialty cheeses,1
1,20,marinades meat preparation,0
1,13,cookies cakes,4
1,12,candy chocolate,0
1,12,packaged vegetables fruits,33
1,12,shave needs,0
1,6,oils vinegars,1
1,6,tofu meat alternatives,0
1,0,cookies cakes,0
1,0,skin care,2
1,7,frozen meat seafood,1
1,23,refrigerated pudding desserts,0
1,2,bread,0
1,8,coffee,7
1,15,specialty cheeses,3
1,15,specialty wines champagnes,1
1,17,hot dogs bacon sausage,4
1,18,facial care,0
1,21,cereal,5
1,20,hot dogs bacon sausage,2
1,20,missing,4
1,13,diapers wipes,0
1,5,eye ear care,0
1,5,laundry,0
1,0,deodorants,0
1,0,latino foods,0
1,23,spirits,0
1,2,ice cream ice,0
1,10,fruit vegetable snacks,7
1,22,dog food care,0
1,22,hair care,1
1,16,frozen vegan vegetarian,3
1,16,granola,0
1,16,plates bowls cups flatware,0
1,21,bread,3
1,0,indian foods,0
1,1,breakfast bars pastries,0
1,7,butter,2
1,23,fresh dips tapenades,2
1,23,kosher foods,0
1,2,diapers wipes,0
1,2,dog food care,0
1,15,baking supplies decor,0
1,17,latino foods,0
1,11,bread,16
1,9,soy lactosefree,18
1,16,popcorn jerky,4
1,21,frozen breakfast,1
1,21,frozen pizza,3
1,13,frozen meals,1
1,6,baby bath body care,0
1,0,muscles joints pain relief,0
1,0,prepared meals,0
1,0,seafood counter,0
1,15,packaged cheese,22
1,10,eye ear care,0
1,17,pickled goods olives,1
1,11,air fresheners candles,0
1,11,baking supplies decor,0
1,11,frozen juice,1
1,22,frozen appetizers sides,0
1,18,chips pretzels,10
1,18,tea,2
1,18,water seltzer sparkling water,7
1,21,shave needs,0
1,21,white wines,0
1,20,instant foods,2
1,13,first aid,1
1,6,frozen juice,0
1,0,frozen juice,0
1,0,packaged cheese,0
1,1,energy sports drinks,1
1,1,seafood counter,0
1,2,trail mix snack mix,0
1,2,white wines,0
1,8,candy chocolate,7
1,10,cleaning products,3
1,11,hot cereal pancake mixes,2
1,11,missing,2
1,9,eggs,11
1,9,popcorn jerky,8
1,18,breakfast bars pastries,0
1,18,fresh pasta,1
1,18,spreads,7
1,14,beauty,1
1,21,spirits,0
1,20,indian foods,0
1,0,fresh dips tapenades,0
1,1,first aid,0
1,1,indian foods,0
1,1,soy lactosefree,1
1,2,buns rolls,0
1,2,frozen breakfast,0
1,10,juice nectars,6
1,10,tortillas flat bread,4
1,9,canned meals beans,3
1,9,dog food care,3
1,9,energy granola bars,10
1,9,plates bowls cups flatware,1
1,18,hot dogs bacon sausage,6
1,18,paper goods,2
1,14,bulk dried fruits vegetables,0
1,14,muscles joints pain relief,0
1,19,frozen appetizers sides,2
1,19,nuts seeds dried fruit,1
1,13,cereal,8
1,13,frozen produce,6
1,0,baby bath body care,0
1,1,tofu meat alternatives,0
1,7,prepared soups salads,1
1,8,breakfast bakery,6
1,17,trash bags liners,2
1,11,dog food care,1
1,9,facial care,0
1,22,specialty cheeses,1
1,22,spirits,0
1,21,pickled goods olives,1
1,21,vitamins supplements,0
1,5,indian foods,0
1,5,soft drinks,0
1,23,fruit vegetable snacks,1
1,2,eye ear care,0
1,2,fruit vegetable snacks,0
1,10,feminine care,0
1,17,breakfast bars pastries,2
1,17,canned meat seafood,4
1,11,soft drinks,11
1,22,days_since_prior_order,166
1,18,fresh fruits,49
1,13,popcorn jerky,2
1,5,coffee,0
1,5,yogurt,3
1,7,eggs,4
1,8,frozen breakfast,2
1,8,kitchen supplies,0
1,15,protein meal replacements,0
1,17,digestion,0
1,11,cereal,3
1,9,candy chocolate,1
1,22,milk,1
1,18,buns rolls,4
1,18,honeys syrups nectars,2
1,19,facial care,1
1,19,plates bowls cups flatware,0
1,21,pasta sauce,0
1,13,laundry,2
1,13,salad dressing toppings,0
1,0,dish detergents,0
1,0,grains rice dried goods,0
1,7,bakery desserts,0
1,7,yogurt,10
1,23,ice cream toppings,0
1,2,water seltzer sparkling water,0
1,8,laundry,3
1,10,candy chocolate,8
1,17,days_since_prior_order,1021
1,11,packaged meat,0
1,11,packaged vegetables fruits,30
1,9,indian foods,0
1,9,preserved dips spreads,3
1,14,energy granola bars,16
1,14,indian foods,0
1,14,packaged meat,0
1,5,condiments,0
1,12,muscles joints pain relief,0
1,6,fresh dips tapenades,0
1,6,prepared meals,1
1,0,packaged seafood,1
1,23,dog food care,0
1,23,trash bags liners,0
1,2,hair care,0
1,8,cleaning products,5
1,10,asian foods,5
1,10,deodorants,2
1,11,breakfast bakery,3
1,11,hot dogs bacon sausage,4
1,18,dish detergents,1
1,14,dog food care,0
1,14,grains rice dried goods,6
1,14,yogurt,20
1,19,feminine care,0
1,12,hot cereal pancake mixes,3
1,0,hot cereal pancake mixes,2
1,23,packaged cheese,1
1,23,protein meal replacements,0
1,2,packaged poultry,0
1,2,packaged produce,0
1,10,prepared meals,1
1,19,food storage,2
1,19,hair care,1
1,16,facial care,0
1,16,frozen dessert,0
1,21,dry pasta,2
1,13,preserved dips spreads,1
1,5,soy lactosefree,1
1,12,soup broth bouillon,8
1,6,chips pretzels,1
1,6,digestion,0
1,7,spirits,0
1,23,indian foods,0
1,23,tofu meat alternatives,0
1,8,soap,0
1,11,popcorn jerky,3
1,14,honeys syrups nectars,0
1,19,eye ear care,1
1,20,kitchen supplies,0
1,13,energy granola bars,2
1,5,breakfast bakery,0
1,12,pasta sauce,4
1,6,candy chocolate,0
1,6,fresh fruits,7
1,1,fresh herbs,0
1,1,nuts seeds dried fruit,4
1,2,ice cream toppings,0
1,2,skin care,0
1,8,fresh dips tapenades,4
1,8,mint gum,0
1,9,yogurt,26
1,22,fresh vegetables,4
1,16,frozen pizza,5
1,16,white wines,0
1,21,baking supplies decor,0
1,20,tortillas flat bread,0
1,6,specialty cheeses,0
1,1,canned jarred vegetables,0
1,8,baby accessories,2
1,8,soy lactosefree,14
1,10,dog food care,1
1,17,bulk dried fruits vegetables,0
1,17,marinades meat preparation,3
1,11,diapers wipes,0
1,11,shave needs,0
1,22,chips pretzels,0
1,22,energy sports drinks,1
1,22,fresh fruits,8
1,16,cocoa drink mixes,0
1,16,frozen meat seafood,1
1,16,trash bags liners,2
1,20,meat counter,0
1,5,shave needs,0
1,12,ice cream toppings,0
1,12,oils vinegars,5
1,12,refrigerated,6
1,6,spices seasonings,0
1,2,salad dressing toppings,0
1,2,yogurt,0
1,15,bulk grains rice dried goods,1
1,15,digestion,1
1,15,hair care,0
1,15,red wines,0
1,10,hot cereal pancake mixes,7
1,10,other creams cheeses,5
1,11,chips pretzels,7
1,11,feminine care,0
1,11,other creams cheeses,3
1,9,first aid,0
1,9,marinades meat preparation,0
1,18,bulk dried fruits vegetables,0
1,16,coffee,3
1,21,ice cream ice,2
1,20,fresh vegetables,17
1,13,cocoa drink mixes,0
1,5,digestion,0
1,5,latino foods,0
1,5,refrigerated,0
1,0,dog food care,0
1,0,prepared soups salads,1
1,23,condiments,0
1,23,ice cream ice,0
1,23,nuts seeds dried fruit,0
1,23,tea,0
1,15,tofu meat alternatives,0
1,10,food storage,1
1,11,baby bath body care,0
1,22,breakfast bakery,2
1,22,white wines,0
1,18,prepared meals,3
1,19,cookies cakes,0
1,19,cream,2
1,19,other creams cheeses,6
1,20,soap,0
1,13,digestion,2
1,6,cold flu allergy,3
1,6,packaged cheese,0
1,0,beauty,1
1,23,beers coolers,0
1,23,latino foods,0
1,8,water seltzer sparkling water,22
1,15,granola,3
1,15,laundry,3
1,11,soy lactosefree,8
1,9,specialty wines champagnes,0
1,14,canned meals beans,5
1,14,frozen vegan vegetarian,0
1,19,red wines,2
1,20,breakfast bars pastries,1
1,13,asian foods,2
1,1,frozen vegan vegetarian,2
1,1,oils vinegars,0
1,23,muscles joints pain relief,0
1,2,frozen appetizers sides,0
1,15,cream,10
1,19,pasta sauce,3
1,16,canned meat seafood,1
1,16,kitchen supplies,1
1,0,cereal,0
1,2,frozen meat seafood,0
1,2,tortillas flat bread,0
1,8,crackers,5
1,15,plates bowls cups flatware,1
1,9,fresh herbs,4
1,22,refrigerated pudding desserts,1
1,14,bakery desserts,1
1,14,mint gum,0
1,14,packaged vegetables fruits,44
1,16,soft drinks,4
1,21,cat food care,0
1,21,prepared soups salads,0
1,13,tofu meat alternatives,1
1,13,water seltzer sparkling water,15
1,8,oral hygiene,1
1,10,specialty wines champagnes,0
1,17,soap,0
1,22,other,0
1,19,bakery desserts,1
1,16,canned jarred vegetables,6
1,16,shave needs,1
1,5,eggs,0
1,12,specialty cheeses,3
1,6,other,0
1,7,air fresheners candles,1
1,8,frozen breads doughs,0
1,15,marinades meat preparation,3
1,17,baby bath body care,0
1,11,fresh fruits,80
1,9,packaged produce,9
1,14,soft drinks,4
1,19,air fresheners candles,0
1,19,dry pasta,2
1,21,canned jarred vegetables,4
1,13,bulk grains rice dried goods,0
1,5,ice cream toppings,0
1,6,breakfast bakery,0
1,6,mint gum,0
1,7,frozen meals,10
1,7,instant foods,2
1,2,digestion,0
1,8,muscles joints pain relief,1
1,10,baby food formula,7
1,10,mint gum,1
1,9,oils vinegars,4
1,22,condiments,1
1,16,eye ear care,0
1,20,beers coolers,0
1,20,cookies cakes,2
1,13,nuts seeds dried fruit,5
1,2,latino foods,0
1,8,spreads,1
1,15,bakery desserts,0
1,17,doughs gelatins bake mixes,0
1,17,soft drinks,4
1,9,mint gum,1
1,16,bulk dried fruits vegetables,0
1,20,prepared soups salads,1
1,5,prepared soups salads,0
1,1,butter,0
1,1,hair care,0
1,7,protein meal replacements,1
1,23,plates bowls cups flatware,0
1,2,grains rice dried goods,0
1,2,mint gum,0
1,15,canned jarred vegetables,6
1,15,first aid,0
1,15,frozen meals,9
1,17,energy sports drinks,0
1,17,fresh vegetables,56
1,17,packaged seafood,0
1,9,energy sports drinks,2
1,9,frozen meals,5
1,22,frozen juice,0
1,14,frozen dessert,1
1,21,dish detergents,0
1,20,cocoa drink mixes,0
1,20,frozen dessert,0
1,1,other creams cheeses,0
1,7,breakfast bars pastries,2
1,8,buns rolls,0
1,11,cold flu allergy,0
1,19,poultry counter,0
1,20,energy sports drinks,1
1,5,bulk grains rice dried goods,0
1,12,cream,2
1,1,preserved dips spreads,0
1,7,beers coolers,0
1,7,cookies cakes,0
1,23,frozen pizza,0
1,2,canned meat seafood,1
1,10,pickled goods olives,3
1,18,energy sports drinks,3
1,18,fresh dips tapenades,5
1,19,buns rolls,0
1,19,more household,0
1,16,baking supplies decor,0
1,13,bakery desserts,0
1,13,muscles joints pain relief,0
1,13,spices seasonings,7
1,12,soap,0
1,6,soap,0
1,7,canned jarred vegetables,2
1,8,hot cereal pancake mixes,5
1,10,trail mix snack mix,2
1,11,mint gum,1
1,14,popcorn jerky,7
1,16,frozen juice,0
1,16,meat counter,3
1,21,feminine care,0
1,21,nuts seeds dried fruit,2
1,13,lunch meat,3
1,13,oral hygiene,0
1,1,yogurt,0
1,7,buns rolls,2
1,15,pickled goods olives,3
1,17,oils vinegars,3
1,22,beers coolers,0
1,18,eggs,6
1,18,fresh vegetables,72
1,14,specialty wines champagnes,0
1,16,lunch meat,12
1,21,eye ear care,0
1,21,frozen dessert,0
1,20,protein meal replacements,0
1,13,kosher foods,2
1,5,doughs gelatins bake mixes,0
1,12,fruit vegetable snacks,0
1,12,pickled goods olives,3
1,12,spirits,0
1,1,ice cream toppings,0
1,23,food storage,0
1,8,feminine care,0
1,15,frozen produce,9
1,17,red wines,0
1,17,tea,2
1,11,cream,5
1,11,digestion,1
1,9,fresh pasta,0
1,22,latino foods,0
1,14,frozen pizza,8
1,13,refrigerated pudding desserts,0
1,12,canned meals beans,2
1,12,kosher foods,0
1,6,specialty wines champagnes,0
1,7,energy sports drinks,0
1,7,ice cream toppings,0
1,23,candy chocolate,0
1,17,honeys syrups nectars,0
1,11,tortillas flat bread,2
1,9,other creams cheeses,2
1,14,breakfast bars pastries,2
1,16,yogurt,26
1,5,white wines,0
1,6,condiments,0
1,7,frozen breakfast,4
1,2,juice nectars,0
1,15,baby accessories,0
1,10,cookies cakes,8
1,10,prepared soups salads,1
1,17,bulk grains rice dried goods,0
1,11,latino foods,2
1,9,fresh dips tapenades,6
1,18,energy granola bars,3
1,14,energy sports drinks,1
1,14,granola,2
1,14,soap,0
1,16,energy sports drinks,2
1,0,trail mix snack mix,0
1,1,white wines,0
1,15,condiments,2
1,15,vitamins supplements,0
1,17,coffee,5
1,17,packaged vegetables fruits,33
1,11,dish detergents,3
1,9,red wines,0
1,19,energy granola bars,6
1,16,packaged vegetables fruits,33
1,21,juice nectars,8
1,20,chips pretzels,11
1,13,canned meat seafood,1
1,13,fruit vegetable snacks,6
1,13,poultry counter,2
1,13,soup broth bouillon,7
1,5,packaged poultry,0
1,12,protein meal replacements,1
1,6,baking ingredients,0
1,23,first aid,0
1,8,indian foods,0
1,15,buns rolls,2
1,15,fruit vegetable snacks,3
1,10,bulk dried fruits vegetables,1
1,11,paper goods,5
1,18,canned meals beans,10
1,18,frozen breads doughs,0
1,19,beers coolers,0
1,19,fresh fruits,28
1,16,canned fruit applesauce,0
1,16,fresh fruits,53
1,21,fresh pasta,0
1,13,deodorants,0
1,5,pasta sauce,0
1,6,frozen pizza,0
1,6,soy lactosefree,2
1,0,air fresheners candles,0
1,0,frozen appetizers sides,0
1,0,mint gum,0
1,1,packaged produce,1
1,7,fresh fruits,32
1,23,coffee,0
1,8,chips pretzels,10
1,15,nuts seeds dried fruit,7
1,10,energy granola bars,15
1,10,energy sports drinks,9
1,17,more household,0
1,11,skin care,0
1,11,white wines,0
1,9,cleaning products,1
1,19,vitamins supplements,0
1,21,asian foods,2
1,21,baby food formula,10
1,20,baby accessories,0
1,20,pickled goods olives,1
1,12,prepared meals,1
1,6,beers coolers,0
1,7,digestion,0
1,7,packaged poultry,1
1,23,other creams cheeses,1
1,23,preserved dips spreads,0
1,2,granola,0
1,15,kosher foods,0
1,11,protein meal replacements,0
1,11,refrigerated pudding desserts,1
1,22,baking ingredients,0
1,22,popcorn jerky,0
1,18,beauty,0
1,14,fresh dips tapenades,6
1,19,frozen meat seafood,2
1,6,hot cereal pancake mixes,0
1,6,seafood counter,0
1,0,canned meals beans,0
1,23,red wines,0
1,2,cookies cakes,0
1,10,eggs,6
1,17,laundry,0
1,11,pickled goods olives,1
1,9,pasta sauce,3
1,18,body lotions soap,0
1,18,skin care,0
1,19,chips pretzels,6
1,19,paper goods,2
1,20,frozen pizza,1
1,12,energy sports drinks,1
1,6,feminine care,0
1,23,dish detergents,0
1,8,specialty wines champagnes,0
1,11,cocoa drink mixes,0
1,22,kosher foods,0
1,18,bulk grains rice dried goods,2
1,18,dog food care,0
1,14,juice nectars,7
1,14,tea,1
1,19,spirits,0
1,16,cookies cakes,8
1,21,frozen juice,0
1,20,fruit vegetable snacks,4
1,20,oils vinegars,0
1,20,seafood counter,0
1,20,soup broth bouillon,2
1,13,trash bags liners,1
1,5,days_since_prior_order,51
1,0,missing,0
1,0,pickled goods olives,0
1,8,juice nectars,2
1,15,canned meals beans,5
1,15,facial care,0
1,14,soy lactosefree,16
1,16,bakery desserts,0
1,20,beauty,0
1,12,body lotions soap,2
1,0,ice cream ice,0
1,7,kosher foods,0
1,23,canned fruit applesauce,0
1,8,fresh fruits,85
1,8,packaged meat,0
1,9,frozen breakfast,11
1,19,canned fruit applesauce,0
1,12,frozen meals,10
1,6,frozen dessert,0
1,0,chips pretzels,0
1,0,laundry,0
1,1,salad dressing toppings,1
1,7,refrigerated pudding desserts,0
1,7,specialty cheeses,0
1,23,frozen vegan vegetarian,0
1,8,doughs gelatins bake mixes,1
1,15,grains rice dried goods,1
1,10,salad dressing toppings,1
1,11,fresh vegetables,50
1,9,packaged poultry,3
1,21,diapers wipes,2
1,21,packaged poultry,0
1,5,popcorn jerky,0
1,12,baking supplies decor,0
1,12,poultry counter,1
1,1,packaged seafood,0
1,10,cereal,4
1,10,diapers wipes,1
1,17,instant foods,2
1,11,packaged seafood,0
1,22,fresh dips tapenades,4
1,22,mint gum,0
1,14,baking supplies decor,0
1,19,baby food formula,0
1,19,cleaning products,0
1,16,frozen meals,0
1,20,fresh pasta,0
1,6,poultry counter,0
1,0,soy lactosefree,2
1,1,chips pretzels,1
1,7,candy chocolate,2
1,23,prepared soups salads,0
1,8,canned jarred vegetables,4
1,8,white wines,0
1,10,packaged poultry,2
1,11,days_since_prior_order,1063
1,11,canned meals beans,5
1,11,deodorants,1
1,9,bulk dried fruits vegetables,0
1,9,frozen produce,3
1,14,breakfast bakery,5
1,19,breakfast bars pastries,0
1,12,asian foods,6
1,12,fresh fruits,44
1,12,grains rice dried goods,4
1,12,meat counter,1
1,0,baby accessories,0
1,2,specialty wines champagnes,0
1,11,baking ingredients,9
1,9,tea,13
1,14,refrigerated pudding desserts,2
1,19,packaged produce,0
1,21,kitchen supplies,0
1,20,packaged seafood,1
1,5,honeys syrups nectars,0
1,5,red wines,0
1,12,packaged seafood,0
1,1,breakfast bakery,0
1,1,facial care,0
1,7,cold flu allergy,0
1,2,prepared soups salads,0
1,10,milk,11
1,9,baking ingredients,2
1,22,juice nectars,0
1,22,packaged produce,0
1,14,condiments,1
