day_of_week,hour_of_day,category,items_count
5,14,water seltzer sparkling water,31
5,9,diapers wipes,0
5,5,beers coolers,0
5,5,breakfast bars pastries,0
5,7,muscles joints pain relief,1
5,12,instant foods,4
5,21,canned meat seafood,0
5,21,other creams cheeses,2
5,8,canned fruit applesauce,1
5,16,breakfast bars pastries,3
5,10,hot dogs bacon sausage,3
5,10,muscles joints pain relief,1
5,13,days_since_prior_order,925
5,13,fresh pasta,0
5,13,honeys syrups nectars,3
5,6,cold flu allergy,0
5,14,diapers wipes,3
5,0,energy sports drinks,0
5,0,frozen breads doughs,0
5,3,candy chocolate,0
5,3,food storage,0
5,20,asian foods,1
5,20,juice nectars,4
5,17,soap,0
5,12,tofu meat alternatives,3
5,21,hair care,0
5,21,juice nectars,6
5,21,pickled goods olives,0
5,19,air fresheners candles,0
5,19,nuts seeds dried fruit,4
5,15,muscles joints pain relief,0
5,15,packaged cheese,22
5,18,cat food care,1
5,18,packaged produce,7
5,22,packaged produce,0
5,5,dish detergents,0
5,5,other,0
5,5,red wines,0
5,5,seafood counter,0
5,7,baby food formula,1
5,4,soy lactosefree,0
5,4,trash bags liners,0
5,0,eye ear care,0
5,23,butter,0
5,3,white wines,0
5,2,packaged poultry,0
5,17,meat counter,0
5,17,preserved dips spreads,0
5,16,pickled goods olives,3
5,10,bakery desserts,0
5,10,packaged seafood,0
5,15,digestion,1
5,13,tofu meat alternatives,0
5,11,frozen breads doughs,1
5,11,marinades meat preparation,1
5,11,soup broth bouillon,2
5,1,frozen breads doughs,0
5,1,prepared meals,0
5,6,nuts seeds dried fruit,3
5,22,breakfast bakery,0
5,22,lunch meat,1
5,22,soap,0
5,20,coffee,3
5,17,trail mix snack mix,0
5,17,vitamins supplements,0
5,21,kosher foods,0
5,19,poultry counter,2
5,16,digestion,0
5,15,packaged poultry,1
5,15,protein meal replacements,1
5,13,fresh vegetables,55
5,18,dog food care,4
5,18,frozen meals,11
5,6,frozen meat seafood,1
5,14,frozen produce,6
5,22,cold flu allergy,0
5,5,bread,0
5,5,marinades meat preparation,0
5,4,latino foods,0
5,0,fresh pasta,0
5,2,baby accessories,0
5,20,lunch meat,1
5,17,ice cream toppings,0
5,12,coffee,0
5,21,granola,1
5,8,frozen meals,1
5,10,laundry,2
5,15,mint gum,0
5,13,seafood counter,0
5,6,spreads,1
5,14,soap,1
5,22,frozen vegan vegetarian,0
5,22,tortillas flat bread,0
5,5,dry pasta,0
5,7,diapers wipes,0
5,0,white wines,0
5,23,packaged vegetables fruits,4
5,19,juice nectars,6
5,19,kosher foods,0
5,11,tortillas flat bread,3
5,1,more household,0
5,1,pickled goods olives,0
5,18,coffee,0
5,6,red wines,0
5,6,trail mix snack mix,0
5,14,baby bath body care,1
5,14,shave needs,0
5,22,frozen meals,0
5,5,packaged seafood,0
5,0,frozen juice,0
5,23,energy sports drinks,1
5,3,cream,0
5,2,meat counter,0
5,20,frozen dessert,1
5,17,first aid,0
5,12,body lotions soap,1
5,8,fresh herbs,3
5,8,frozen juice,0
5,19,spirits,0
5,11,plates bowls cups flatware,0
5,1,white wines,0
5,18,marinades meat preparation,2
5,14,baking supplies decor,1
5,14,eye ear care,0
5,4,soap,0
5,3,hot cereal pancake mixes,0
5,21,frozen dessert,2
5,8,canned jarred vegetables,1
5,10,diapers wipes,1
5,13,specialty wines champagnes,1
5,9,eye ear care,0
5,9,tea,2
5,5,eggs,0
5,5,tofu meat alternatives,1
5,4,hot dogs bacon sausage,0
5,23,fruit vegetable snacks,0
5,20,fresh fruits,17
5,17,energy granola bars,1
5,12,packaged produce,8
5,12,pickled goods olives,3
5,21,prepared soups salads,2
5,8,tea,1
5,10,first aid,0
5,13,cold flu allergy,0
5,13,trash bags liners,0
5,1,canned meat seafood,0
5,1,cream,0
5,9,salad dressing toppings,2
5,7,salad dressing toppings,2
5,23,instant foods,0
5,3,baby food formula,0
5,2,bakery desserts,0
5,2,packaged meat,0
5,20,cereal,5
5,12,soft drinks,8
5,21,days_since_prior_order,248
5,8,baby food formula,6
5,19,trail mix snack mix,2
5,16,bulk grains rice dried goods,0
5,15,preserved dips spreads,2
5,13,food storage,1
5,18,red wines,1
5,6,marinades meat preparation,0
5,14,frozen meat seafood,2
5,14,tea,2
5,9,nuts seeds dried fruit,9
5,22,packaged cheese,1
5,4,cold flu allergy,0
5,3,plates bowls cups flatware,0
5,20,fresh herbs,1
5,17,asian foods,1
5,12,cold flu allergy,0
5,19,ice cream toppings,0
5,16,bulk dried fruits vegetables,0
5,16,fresh pasta,2
5,16,trash bags liners,1
5,15,oils vinegars,5
5,13,canned meals beans,4
5,1,prepared soups salads,0
5,18,candy chocolate,3
5,6,spirits,0
5,14,more household,0
5,14,red wines,0
5,9,protein meal replacements,0
5,22,canned fruit applesauce,0
5,22,frozen breakfast,0
5,22,soup broth bouillon,0
5,5,specialty cheeses,0
5,7,water seltzer sparkling water,3
5,0,ice cream ice,2
5,3,bread,0
5,20,air fresheners candles,0
5,20,milk,7
5,20,oral hygiene,0
5,20,shave needs,0
5,17,pasta sauce,2
5,21,candy chocolate,0
5,8,poultry counter,2
5,8,spirits,0
5,19,days_since_prior_order,624
5,10,canned meals beans,6
5,10,other creams cheeses,9
5,15,bakery desserts,0
5,13,baking supplies decor,2
5,1,first aid,0
5,18,body lotions soap,0
5,14,mint gum,0
5,9,frozen meals,10
5,9,specialty wines champagnes,0
5,2,canned meat seafood,0
5,17,packaged seafood,0
5,17,tofu meat alternatives,1
5,12,trail mix snack mix,2
5,21,cereal,3
5,19,bulk dried fruits vegetables,1
5,19,missing,1
5,16,soup broth bouillon,3
5,15,baby food formula,11
5,15,refrigerated pudding desserts,4
5,13,frozen meat seafood,1
5,1,dish detergents,0
5,14,feminine care,1
5,14,pickled goods olives,5
5,22,packaged poultry,0
5,5,canned meat seafood,1
5,7,frozen breads doughs,1
5,0,refrigerated,1
5,2,energy sports drinks,0
5,12,feminine care,5
5,21,hot cereal pancake mixes,0
5,16,air fresheners candles,1
5,16,frozen vegan vegetarian,1
5,10,spreads,11
5,18,cereal,6
5,18,cookies cakes,2
5,14,preserved dips spreads,2
5,5,packaged produce,0
5,4,baby accessories,0
5,0,air fresheners candles,0
5,23,cream,0
5,3,cat food care,0
5,2,bread,0
5,21,white wines,0
5,8,cereal,1
5,10,nuts seeds dried fruit,12
5,15,cookies cakes,1
5,15,skin care,0
5,13,salad dressing toppings,2
5,11,first aid,0
5,11,granola,1
5,6,hot cereal pancake mixes,0
5,14,laundry,1
5,22,other,1
5,22,packaged meat,1
5,5,bulk grains rice dried goods,0
5,5,milk,2
5,5,shave needs,0
5,7,lunch meat,1
5,4,bulk grains rice dried goods,0
5,20,meat counter,0
5,17,cleaning products,1
5,17,frozen meals,12
5,12,meat counter,1
5,8,specialty wines champagnes,0
5,19,frozen appetizers sides,2
5,16,cookies cakes,5
5,11,trail mix snack mix,2
5,18,fresh fruits,47
5,6,more household,0
5,6,vitamins supplements,0
5,9,deodorants,0
5,22,ice cream ice,0
5,5,frozen meals,0
5,7,tofu meat alternatives,0
5,4,more household,0
5,12,canned fruit applesauce,3
5,21,beers coolers,0
5,8,lunch meat,2
5,19,hot cereal pancake mixes,3
5,15,dish detergents,1
5,15,dry pasta,2
5,13,air fresheners candles,1
5,13,digestion,1
5,11,kitchen supplies,0
5,6,cleaning products,0
5,9,prepared soups salads,2
5,7,bulk grains rice dried goods,0
5,7,packaged produce,6
5,0,grains rice dried goods,0
5,0,soy lactosefree,3
5,3,canned meat seafood,0
5,3,frozen dessert,0
5,3,packaged cheese,0
5,3,prepared meals,0
5,17,beers coolers,0
5,17,prepared soups salads,1
5,21,buns rolls,1
5,8,frozen produce,5
5,19,pickled goods olives,2
5,15,yogurt,27
5,13,fresh fruits,56
5,6,mint gum,0
5,14,energy granola bars,5
5,14,fresh vegetables,61
5,9,cookies cakes,0
5,5,water seltzer sparkling water,1
5,7,fresh vegetables,28
5,7,frozen meals,9
5,0,water seltzer sparkling water,0
5,23,bulk grains rice dried goods,0
5,23,fresh pasta,1
5,3,frozen meals,0
5,20,refrigerated pudding desserts,1
5,12,baby bath body care,0
5,12,soap,1
5,8,frozen pizza,0
5,19,packaged meat,1
5,10,mint gum,3
5,15,frozen breakfast,4
5,1,spices seasonings,0
5,6,canned meat seafood,0
5,6,shave needs,0
5,14,air fresheners candles,0
5,14,salad dressing toppings,2
5,14,specialty cheeses,7
5,22,popcorn jerky,0
5,22,shave needs,0
5,7,laundry,0
5,7,yogurt,5
5,4,cat food care,0
5,3,popcorn jerky,0
5,2,condiments,0
5,17,ice cream ice,14
5,12,facial care,0
5,21,coffee,1
5,21,energy sports drinks,0
5,21,oils vinegars,4
5,21,soup broth bouillon,5
5,10,kitchen supplies,0
5,1,canned jarred vegetables,0
5,1,cleaning products,0
5,1,frozen dessert,0
5,18,bulk dried fruits vegetables,1
5,6,baking ingredients,0
5,6,bulk dried fruits vegetables,0
5,14,dish detergents,1
5,9,ice cream toppings,0
5,22,baby bath body care,0
5,22,hot cereal pancake mixes,4
5,22,salad dressing toppings,0
5,7,frozen produce,5
5,7,other,0
5,3,instant foods,0
5,2,tortillas flat bread,0
5,20,diapers wipes,0
5,20,other creams cheeses,4
5,16,fresh dips tapenades,7
5,16,other creams cheeses,3
5,15,facial care,0
5,15,marinades meat preparation,3
5,18,refrigerated,12
5,18,spirits,0
5,18,water seltzer sparkling water,14
5,6,bulk grains rice dried goods,0
5,22,beers coolers,0
5,22,fresh dips tapenades,0
5,7,coffee,1
5,4,cereal,0
5,0,seafood counter,0
5,23,packaged produce,1
5,2,days_since_prior_order,4
5,2,bulk grains rice dried goods,0
5,20,packaged meat,1
5,12,air fresheners candles,0
5,8,nuts seeds dried fruit,2
5,10,frozen meat seafood,0
5,13,breakfast bakery,7
5,11,air fresheners candles,0
5,18,frozen vegan vegetarian,4
5,14,packaged vegetables fruits,32
5,14,white wines,1
5,9,bulk dried fruits vegetables,0
5,9,crackers,3
5,22,kosher foods,0
5,5,baking ingredients,0
5,20,soup broth bouillon,2
5,21,bread,3
5,21,packaged cheese,5
5,21,shave needs,0
5,8,laundry,0
5,10,other,3
5,10,water seltzer sparkling water,42
5,14,eggs,9
5,5,cookies cakes,0
5,5,trail mix snack mix,0
5,7,packaged vegetables fruits,17
5,4,dry pasta,0
5,4,marinades meat preparation,0
5,23,cleaning products,1
5,3,soy lactosefree,0
5,2,asian foods,0
5,17,fresh dips tapenades,5
5,12,fruit vegetable snacks,2
5,21,latino foods,0
5,8,buns rolls,0
5,8,skin care,0
5,13,baby food formula,14
5,11,tea,4
5,14,buns rolls,1
5,14,protein meal replacements,1
5,9,fresh herbs,1
5,22,frozen juice,0
5,7,frozen pizza,2
5,4,eye ear care,0
5,4,mint gum,0
5,23,grains rice dried goods,0
5,23,packaged meat,0
5,19,popcorn jerky,3
5,16,soft drinks,2
5,15,fresh herbs,9
5,15,seafood counter,0
5,18,facial care,0
5,18,honeys syrups nectars,2
5,6,energy sports drinks,0
5,14,soy lactosefree,8
5,9,preserved dips spreads,2
5,5,digestion,0
5,4,hot cereal pancake mixes,0
5,4,nuts seeds dried fruit,0
5,0,fresh vegetables,8
5,20,breakfast bars pastries,0
5,20,frozen breakfast,3
5,17,feminine care,0
5,17,soy lactosefree,5
5,21,body lotions soap,0
5,8,beauty,0
5,19,feminine care,0
5,10,vitamins supplements,1
5,15,energy granola bars,11
5,15,white wines,1
5,18,missing,4
5,6,fresh herbs,0
5,6,frozen breads doughs,0
5,6,poultry counter,0
5,22,refrigerated pudding desserts,0
5,0,baking ingredients,1
5,21,cream,3
5,8,packaged vegetables fruits,18
5,16,energy granola bars,3
5,15,cereal,7
5,15,ice cream toppings,0
5,1,ice cream ice,4
5,1,packaged meat,1
5,14,beers coolers,1
5,9,facial care,0
5,5,plates bowls cups flatware,0
5,4,oral hygiene,0
5,0,frozen meat seafood,0
5,23,canned jarred vegetables,4
5,23,cat food care,0
5,12,fresh vegetables,91
5,12,hot dogs bacon sausage,12
5,8,doughs gelatins bake mixes,1
5,8,frozen appetizers sides,1
5,8,muscles joints pain relief,0
5,8,other,3
5,19,energy granola bars,4
5,10,trail mix snack mix,2
5,15,frozen produce,6
5,13,bulk grains rice dried goods,0
5,13,canned fruit applesauce,2
5,11,body lotions soap,0
5,18,fresh vegetables,54
5,14,ice cream ice,7
5,9,soup broth bouillon,1
5,22,condiments,0
5,5,tortillas flat bread,0
5,23,chips pretzels,2
5,23,missing,0
5,2,more household,0
5,20,laundry,1
5,17,facial care,0
5,12,buns rolls,5
5,21,pasta sauce,1
5,8,soft drinks,4
5,16,canned meat seafood,0
5,16,mint gum,0
5,10,cream,4
5,6,oral hygiene,0
5,14,honeys syrups nectars,0
5,22,air fresheners candles,0
5,7,hot cereal pancake mixes,0
5,7,popcorn jerky,1
5,4,canned meals beans,0
5,4,canned meat seafood,0
5,17,packaged meat,0
5,16,eye ear care,0
5,10,meat counter,2
5,6,oils vinegars,1
5,9,beauty,0
5,4,food storage,0
5,4,shave needs,0
5,4,soft drinks,0
5,0,honeys syrups nectars,0
5,0,marinades meat preparation,0
5,23,cookies cakes,0
5,23,diapers wipes,0
5,20,granola,0
5,20,water seltzer sparkling water,8
5,21,frozen appetizers sides,1
5,19,dish detergents,0
5,19,fruit vegetable snacks,3
5,19,prepared soups salads,0
5,16,marinades meat preparation,1
5,15,asian foods,1
5,15,juice nectars,4
5,13,milk,20
5,13,yogurt,25
5,11,other,2
5,18,baking supplies decor,0
5,18,beers coolers,0
5,18,instant foods,2
5,22,bread,0
5,22,digestion,0
5,5,hot dogs bacon sausage,0
5,7,dry pasta,2
5,7,trail mix snack mix,0
5,23,refrigerated pudding desserts,0
5,2,marinades meat preparation,0
5,12,cocoa drink mixes,0
5,12,salad dressing toppings,7
5,21,refrigerated,1
5,10,popcorn jerky,3
5,13,indian foods,0
5,18,grains rice dried goods,1
5,6,packaged meat,0
5,14,frozen dessert,0
5,9,soft drinks,5
5,22,hot dogs bacon sausage,0
5,5,pickled goods olives,1
5,4,buns rolls,0
5,23,hot cereal pancake mixes,0
5,23,oils vinegars,1
5,23,spirits,0
5,3,air fresheners candles,0
5,2,frozen appetizers sides,0
5,12,specialty wines champagnes,1
5,19,instant foods,1
5,15,missing,7
5,13,facial care,3
5,11,canned jarred vegetables,4
5,11,salad dressing toppings,4
5,9,refrigerated,8
5,4,baby food formula,0
5,0,popcorn jerky,0
5,23,baking supplies decor,0
5,23,fresh fruits,8
5,3,body lotions soap,0
5,3,breakfast bakery,0
5,20,muscles joints pain relief,0
5,21,packaged vegetables fruits,16
5,21,preserved dips spreads,3
5,19,packaged seafood,0
5,15,frozen juice,0
5,1,oils vinegars,1
5,18,packaged vegetables fruits,37
5,6,cream,0
5,6,tofu meat alternatives,1
5,14,days_since_prior_order,904
5,7,beers coolers,0
5,0,laundry,0
5,3,coffee,0
5,20,oils vinegars,3
5,12,vitamins supplements,1
5,19,chips pretzels,18
5,16,lunch meat,6
5,10,poultry counter,0
5,6,beauty,0
5,6,food storage,0
5,14,prepared soups salads,1
5,9,frozen pizza,4
5,22,cocoa drink mixes,0
5,7,cookies cakes,2
5,7,spices seasonings,0
5,4,instant foods,0
5,4,specialty wines champagnes,0
5,0,lunch meat,0
5,23,poultry counter,1
5,3,baby accessories,0
5,2,salad dressing toppings,0
5,12,refrigerated,6
5,21,soft drinks,2
5,8,more household,0
5,10,dry pasta,6
5,10,packaged meat,0
5,10,protein meal replacements,1
5,1,fresh herbs,0
5,18,frozen appetizers sides,1
5,18,milk,12
5,18,muscles joints pain relief,1
5,18,poultry counter,3
5,9,paper goods,3
5,22,prepared soups salads,0
5,4,breakfast bars pastries,0
5,4,kitchen supplies,0
5,0,other creams cheeses,0
5,0,packaged meat,0
5,3,paper goods,0
5,17,packaged produce,0
5,12,cat food care,0
5,21,baking supplies decor,0
5,19,fresh vegetables,44
5,16,baby accessories,0
5,10,canned jarred vegetables,3
5,10,food storage,8
5,1,baby accessories,1
5,1,grains rice dried goods,0
5,1,skin care,0
5,6,buns rolls,0
5,6,frozen produce,2
5,14,candy chocolate,16
5,5,granola,1
5,5,juice nectars,1
5,7,specialty cheeses,0
5,4,prepared soups salads,0
5,0,baby food formula,0
5,23,specialty wines champagnes,0
5,3,fresh pasta,0
5,3,soup broth bouillon,0
5,2,body lotions soap,0
5,20,kitchen supplies,0
5,12,ice cream ice,7
5,8,refrigerated,10
5,8,soup broth bouillon,0
5,19,cat food care,0
5,16,cat food care,0
5,10,hair care,0
5,10,honeys syrups nectars,1
5,13,energy sports drinks,5
5,11,doughs gelatins bake mixes,1
5,1,tortillas flat bread,0
5,18,pasta sauce,0
5,6,frozen pizza,0
5,9,canned meat seafood,0
5,9,other creams cheeses,5
5,9,packaged poultry,1
5,22,fresh vegetables,8
5,7,oral hygiene,0
5,7,paper goods,1
5,0,nuts seeds dried fruit,0
5,23,kosher foods,0
5,2,other creams cheeses,0
5,17,tortillas flat bread,3
5,8,packaged poultry,0
5,18,breakfast bars pastries,2
5,5,frozen appetizers sides,0
5,5,frozen pizza,1
5,7,kitchen supplies,0
5,4,frozen meat seafood,0
5,17,paper goods,4
5,21,nuts seeds dried fruit,1
5,19,cookies cakes,3
5,19,mint gum,0
5,16,first aid,0
5,16,shave needs,0
5,10,pickled goods olives,2
5,15,prepared meals,2
5,1,baking supplies decor,0
5,18,first aid,0
5,7,oils vinegars,3
5,0,bread,1
5,0,facial care,0
5,3,chips pretzels,0
5,2,granola,0
5,2,vitamins supplements,0
5,3,fresh vegetables,2
5,20,condiments,2
5,17,spirits,0
5,15,frozen dessert,0
5,15,specialty wines champagnes,0
5,13,ice cream toppings,0
5,13,more household,0
5,13,packaged poultry,0
5,6,fresh pasta,0
5,9,breakfast bakery,1
5,9,cleaning products,8
5,5,grains rice dried goods,0
5,5,soap,0
5,5,soup broth bouillon,2
5,4,first aid,0
5,3,seafood counter,0
5,2,tea,0
5,17,more household,0
5,21,bakery desserts,0
5,21,canned fruit applesauce,0
5,16,hair care,0
5,16,honeys syrups nectars,1
5,16,more household,0
5,10,spices seasonings,6
5,13,refrigerated pudding desserts,0
5,18,bread,8
5,18,hot cereal pancake mixes,2
5,6,doughs gelatins bake mixes,0
5,6,hair care,1
5,23,breakfast bakery,1
5,20,beauty,0
5,8,bulk grains rice dried goods,0
5,8,chips pretzels,4
5,8,grains rice dried goods,1
5,8,other creams cheeses,2
5,19,lunch meat,10
5,10,plates bowls cups flatware,2
5,13,red wines,1
5,11,canned meat seafood,1
5,1,energy granola bars,0
5,1,trail mix snack mix,0
5,6,soft drinks,0
5,4,soup broth bouillon,0
5,4,tofu meat alternatives,0
5,2,specialty wines champagnes,0
5,17,breakfast bakery,3
5,21,canned jarred vegetables,0
5,21,meat counter,0
5,8,digestion,0
5,8,popcorn jerky,1
5,19,beers coolers,2
5,10,candy chocolate,10
5,13,skin care,0
5,11,coffee,4
5,11,pickled goods olives,3
5,11,specialty cheeses,2
5,18,beauty,0
5,6,packaged poultry,2
5,9,popcorn jerky,1
5,22,cookies cakes,0
5,7,bulk dried fruits vegetables,0
5,7,packaged poultry,1
5,4,packaged seafood,0
5,23,honeys syrups nectars,0
5,3,pasta sauce,0
5,2,butter,0
5,20,ice cream ice,1
5,17,eye ear care,2
5,10,body lotions soap,1
5,15,frozen vegan vegetarian,1
5,11,candy chocolate,9
5,11,packaged meat,2
5,1,cereal,0
5,1,hair care,0
5,1,popcorn jerky,0
5,14,facial care,1
5,9,indian foods,1
5,22,frozen breads doughs,0
5,22,juice nectars,1
5,7,shave needs,0
5,2,cereal,0
5,2,pickled goods olives,0
5,12,frozen breakfast,3
5,21,energy granola bars,3
5,8,cookies cakes,2
5,10,marinades meat preparation,1
5,13,missing,2
5,14,canned meals beans,5
5,22,seafood counter,2
5,0,bakery desserts,0
5,23,baking ingredients,0
5,17,soup broth bouillon,4
5,12,red wines,0
5,8,coffee,1
5,8,energy granola bars,0
5,10,grains rice dried goods,1
5,11,prepared meals,0
5,11,seafood counter,1
5,1,fresh pasta,0
5,9,white wines,0
5,4,laundry,0
5,0,soap,0
5,17,cereal,3
5,16,white wines,1
5,15,first aid,0
5,11,poultry counter,0
5,11,spreads,4
5,1,digestion,0
5,1,fresh fruits,2
5,18,diapers wipes,1
5,6,tea,0
5,9,coffee,1
5,22,first aid,0
5,22,yogurt,1
5,7,crackers,5
5,4,baby bath body care,0
5,23,bulk dried fruits vegetables,0
5,23,spices seasonings,0
5,2,fresh pasta,0
5,2,frozen vegan vegetarian,0
5,17,dog food care,0
5,8,water seltzer sparkling water,17
5,19,breakfast bakery,4
5,16,popcorn jerky,1
5,16,preserved dips spreads,1
5,10,soup broth bouillon,14
5,11,frozen appetizers sides,3
5,11,popcorn jerky,6
5,6,frozen dessert,0
5,6,frozen meals,1
5,6,meat counter,0
5,7,energy granola bars,2
5,7,energy sports drinks,1
5,4,indian foods,0
5,3,eggs,0
5,3,frozen breakfast,0
5,20,energy sports drinks,1
5,20,eye ear care,0
5,19,bakery desserts,0
5,19,cocoa drink mixes,1
5,19,dog food care,0
5,19,red wines,1
5,15,energy sports drinks,4
5,11,beauty,1
5,11,hair care,0
5,1,frozen meat seafood,0
5,14,muscles joints pain relief,0
5,22,buns rolls,0
5,7,deodorants,0
5,4,doughs gelatins bake mixes,0
5,0,muscles joints pain relief,0
5,21,prepared meals,1
5,8,spreads,4
5,19,packaged produce,2
5,19,soup broth bouillon,8
5,11,energy granola bars,12
5,11,fresh fruits,34
5,1,doughs gelatins bake mixes,2
5,1,ice cream toppings,0
5,18,tea,4
5,6,packaged vegetables fruits,6
5,14,hot cereal pancake mixes,0
5,9,tofu meat alternatives,1
5,22,beauty,0
5,22,dish detergents,0
5,5,ice cream ice,1
5,7,body lotions soap,0
5,7,cleaning products,0
5,7,juice nectars,6
5,0,beers coolers,0
5,0,doughs gelatins bake mixes,0
5,23,pasta sauce,1
5,23,soft drinks,1
5,2,dish detergents,0
5,20,paper goods,1
5,21,laundry,0
5,19,specialty cheeses,0
5,19,tea,4
5,19,tofu meat alternatives,2
5,16,specialty cheeses,1
5,10,beers coolers,0
5,10,cocoa drink mixes,0
5,11,more household,0
5,9,body lotions soap,0
5,22,preserved dips spreads,0
5,0,milk,1
5,3,frozen vegan vegetarian,1
5,2,laundry,0
5,2,packaged vegetables fruits,0
5,8,cat food care,0
5,19,water seltzer sparkling water,14
5,15,butter,6
5,18,buns rolls,2
5,14,breakfast bars pastries,0
5,9,doughs gelatins bake mixes,2
5,22,cat food care,0
5,22,milk,1
5,7,canned meat seafood,0
5,7,latino foods,1
5,4,salad dressing toppings,0
5,0,more household,0
5,0,pickled goods olives,0
5,2,preserved dips spreads,0
5,20,baby bath body care,0
5,17,bulk dried fruits vegetables,0
5,12,marinades meat preparation,1
5,21,fruit vegetable snacks,0
5,21,paper goods,4
5,8,prepared meals,1
5,19,cleaning products,0
5,19,energy sports drinks,3
5,10,asian foods,1
5,10,baby food formula,3
5,13,breakfast bars pastries,5
5,1,frozen vegan vegetarian,0
5,1,honeys syrups nectars,1
5,1,red wines,0
5,18,soft drinks,6
5,6,crackers,1
5,6,missing,1
5,5,fresh vegetables,3
5,5,specialty wines champagnes,0
5,7,facial care,0
5,7,pickled goods olives,0
5,4,tortillas flat bread,0
5,23,milk,1
5,3,dry pasta,0
5,3,fruit vegetable snacks,0
5,12,dry pasta,4
5,12,juice nectars,7
5,8,red wines,0
5,19,other creams cheeses,4
5,16,frozen pizza,4
5,13,frozen breads doughs,0
5,11,ice cream ice,1
5,18,fresh herbs,8
5,18,latino foods,0
5,6,laundry,2
5,14,energy sports drinks,0
5,9,buns rolls,1
5,9,cold flu allergy,0
5,9,fresh fruits,37
5,5,asian foods,0
5,7,soup broth bouillon,3
5,4,pickled goods olives,0
5,3,cold flu allergy,0
5,20,butter,0
5,17,diapers wipes,0
5,8,tortillas flat bread,0
5,10,soft drinks,22
5,10,white wines,0
5,15,beauty,0
5,13,soap,7
5,18,bulk grains rice dried goods,1
5,14,baby food formula,0
5,14,tortillas flat bread,7
5,5,more household,0
5,7,refrigerated,4
5,0,protein meal replacements,0
5,23,dry pasta,0
5,23,soap,0
5,23,trail mix snack mix,0
5,3,packaged vegetables fruits,1
5,20,kosher foods,0
5,20,salad dressing toppings,1
5,17,water seltzer sparkling water,13
5,12,nuts seeds dried fruit,9
5,8,asian foods,0
5,8,honeys syrups nectars,0
5,8,soap,0
5,19,baby food formula,8
5,19,tortillas flat bread,4
5,16,seafood counter,1
5,15,ice cream ice,14
5,11,breakfast bakery,2
5,1,tea,2
5,18,laundry,2
5,6,facial care,0
5,6,instant foods,0
5,14,instant foods,2
5,9,dish detergents,6
5,9,honeys syrups nectars,0
5,9,packaged seafood,0
5,5,cat food care,0
5,23,food storage,0
5,23,indian foods,0
5,3,poultry counter,0
5,20,missing,1
5,12,soup broth bouillon,5
5,21,asian foods,1
5,19,fresh fruits,37
5,11,bulk dried fruits vegetables,1
5,6,other,0
5,22,canned meat seafood,1
5,22,cereal,1
5,7,indian foods,2
5,0,baby bath body care,0
5,23,preserved dips spreads,1
5,23,refrigerated,2
5,2,shave needs,0
5,8,packaged produce,8
5,16,coffee,3
5,16,frozen dessert,1
5,16,frozen meals,5
5,11,latino foods,1
5,18,condiments,2
5,9,missing,1
5,22,baking ingredients,1
5,5,cream,1
5,7,canned fruit applesauce,1
5,7,nuts seeds dried fruit,2
5,3,doughs gelatins bake mixes,0
5,20,fresh vegetables,14
5,12,water seltzer sparkling water,22
5,16,bread,7
5,10,deodorants,0
5,15,bulk grains rice dried goods,0
5,11,instant foods,1
5,1,muscles joints pain relief,0
5,18,more household,0
5,5,meat counter,0
5,3,baking supplies decor,0
5,20,energy granola bars,6
5,17,spreads,5
5,21,cleaning products,1
5,21,oral hygiene,0
5,21,seafood counter,0
5,8,frozen breads doughs,0
5,19,yogurt,28
5,16,candy chocolate,3
5,10,packaged vegetables fruits,28
5,13,asian foods,2
5,6,preserved dips spreads,0
5,22,more household,0
5,3,eye ear care,0
5,12,breakfast bakery,3
5,21,air fresheners candles,0
5,21,baby food formula,0
5,21,chips pretzels,9
5,8,oral hygiene,0
5,19,meat counter,1
5,19,oral hygiene,0
5,19,pasta sauce,0
5,16,dog food care,0
5,16,refrigerated pudding desserts,0
5,16,spices seasonings,2
5,10,cookies cakes,3
5,10,latino foods,1
5,10,packaged cheese,18
5,15,packaged seafood,1
5,13,cat food care,7
5,13,oils vinegars,1
5,11,eye ear care,1
5,11,feminine care,0
5,1,milk,0
5,6,body lotions soap,0
5,9,juice nectars,4
5,9,pasta sauce,1
5,22,eye ear care,0
5,4,paper goods,0
5,0,breakfast bakery,0
5,20,chips pretzels,3
5,20,dish detergents,0
5,17,chips pretzels,4
5,17,cold flu allergy,0
5,21,milk,5
5,10,dish detergents,4
5,15,cream,5
5,11,baby food formula,3
5,11,bulk grains rice dried goods,0
5,11,packaged vegetables fruits,15
5,18,salad dressing toppings,1
5,14,lunch meat,7
5,9,spreads,5
5,5,canned fruit applesauce,0
5,7,plates bowls cups flatware,3
5,0,digestion,0
5,3,canned jarred vegetables,0
5,20,popcorn jerky,0
5,17,coffee,0
5,21,muscles joints pain relief,0
5,19,crackers,7
5,19,fresh dips tapenades,3
5,16,red wines,0
5,10,bulk dried fruits vegetables,1
5,13,cream,5
5,1,other,0
5,18,frozen breads doughs,3
5,9,soap,0
5,9,trash bags liners,2
5,7,butter,1
5,4,spices seasonings,0
5,2,candy chocolate,0
5,20,cookies cakes,2
5,17,canned fruit applesauce,1
5,12,popcorn jerky,5
5,21,dog food care,0
5,10,fresh herbs,7
5,13,white wines,2
5,11,bakery desserts,1
5,1,packaged poultry,0
5,18,days_since_prior_order,876
5,18,baby food formula,1
